cycle,metric_id,value,error,timestamp,source
12,e2_ingestion_passing,6.0,2.0,2026-09-03T02:53:00,measure,,
12,e3_exchange_passing,9.0,12.0,2026-09-03T02:53:03,measure,,
12,e4_store_agent_passing,5.0,15.0,2026-09-03T02:53:04,measure,,
12,e5_merchant_passing,4.0,6.0,2026-09-03T02:53:06,measure,,
12,e6_trust_passing,26.0,0.0,2026-09-03T02:53:07,measure,,
12,e7_buyer_passing,2.0,7.0,2026-09-03T02:53:09,measure,,
12,e8_proofs_passing,6.0,2.0,2026-09-03T02:53:12,measure,,
13,acceptance_pass_rate,63.33,36.67,2026-09-03T13:10:16,measure,,
13,acceptance_collected,120.0,0.0,2026-09-03T13:10:17,measure,,
13,build_succeeds,1.0,0.0,2026-09-03T13:12:26,measure,,
13,spec_criteria_passing,8.0,0.0,2026-09-03T13:12:27,measure,,
13,e1_foundation_passing,10.0,0.0,2026-09-03T13:12:28,measure,,
13,e2_ingestion_passing,6.0,2.0,2026-09-03T13:12:28,measure,,
13,e3_exchange_passing,9.0,12.0,2026-09-03T13:12:29,measure,,
13,e4_store_agent_passing,5.0,15.0,2026-09-03T13:12:30,measure,,
13,e5_merchant_passing,4.0,6.0,2026-09-03T13:12:31,measure,,
13,e6_trust_passing,26.0,0.0,2026-09-03T13:12:31,measure,,
13,e7_buyer_passing,2.0,7.0,2026-09-03T13:12:32,measure,,
13,e8_proofs_passing,6.0,2.0,2026-09-03T13:12:33,measure,,
14,acceptance_pass_rate,85.83,14.170000000000002,2026-09-03T15:32:04,measure,,
14,acceptance_collected,120.0,0.0,2026-09-03T15:32:05,measure,,
14,build_succeeds,0.0,1.0,2026-09-03T15:32:08,measure,,
14,spec_criteria_passing,8.0,0.0,2026-09-03T15:32:09,measure,,
14,e1_foundation_passing,10.0,0.0,2026-09-03T15:32:10,measure,,
14,e2_ingestion_passing,6.0,2.0,2026-09-03T15:32:11,measure,,
14,e3_exchange_passing,21.0,0.0,2026-09-03T15:32:12,measure,,
14,e4_store_agent_passing,20.0,0.0,2026-09-03T15:32:12,measure,,
14,e5_merchant_passing,4.0,6.0,2026-09-03T15:32:13,measure,,
14,e6_trust_passing,26.0,0.0,2026-09-03T15:32:14,measure,,
14,e7_buyer_passing,2.0,7.0,2026-09-03T15:32:15,measure,,
14,e8_proofs_passing,6.0,2.0,2026-09-03T15:32:16,measure,,
15,acceptance_pass_rate,92.5,7.5,2026-09-03T21:06:10,measure,,
15,acceptance_collected,120.0,0.0,2026-09-03T21:06:11,measure,,
15,build_succeeds,1.0,0.0,2026-09-03T21:08:20,measure,,
15,spec_criteria_passing,8.0,0.0,2026-09-03T21:08:21,measure,,
15,e1_foundation_passing,10.0,0.0,2026-09-03T21:08:22,measure,,
15,e2_ingestion_passing,7.0,1.0,2026-09-03T21:08:23,measure,,
15,e3_exchange_passing,21.0,0.0,2026-09-03T21:08:24,measure,,
15,e4_store_agent_passing,20.0,0.0,2026-09-03T21:08:25,measure,,
15,e5_merchant_passing,7.0,3.0,2026-09-03T21:08:27,measure,,
15,e6_trust_passing,26.0,0.0,2026-09-03T21:08:29,measure,,
15,e7_buyer_passing,5.0,4.0,2026-09-03T21:08:32,measure,,
15,e8_proofs_passing,7.0,1.0,2026-09-03T21:08:35,measure,,
16,acceptance_pass_rate,99.17,0.8299999999999983,2026-09-04T00:30:01,measure,,
16,acceptance_collected,120.0,0.0,2026-09-04T00:30:02,measure,,
16,build_succeeds,1.0,0.0,2026-09-04T00:32:17,measure,,
16,spec_criteria_passing,8.0,0.0,2026-09-04T00:32:18,measure,,
16,e1_foundation_passing,10.0,0.0,2026-09-04T00:32:20,measure,,
16,e2_ingestion_passing,8.0,0.0,2026-09-04T00:32:21,measure,,
16,e3_exchange_passing,21.0,0.0,2026-09-04T00:32:22,measure,,
16,e4_store_agent_passing,20.0,0.0,2026-09-04T00:32:23,measure,,
16,e5_merchant_passing,10.0,0.0,2026-09-04T00:32:24,measure,,
16,e6_trust_passing,26.0,0.0,2026-09-04T00:32:25,measure,,
16,e7_buyer_passing,9.0,0.0,2026-09-04T00:32:26,measure,,
16,e8_proofs_passing,7.0,1.0,2026-09-04T00:32:27,measure,,
17,acceptance_pass_rate,100.0,0.0,2026-09-04T02:18:03,measure,,
17,acceptance_collected,120.0,0.0,2026-09-04T02:18:04,measure,,
17,build_succeeds,1.0,0.0,2026-09-04T02:20:32,measure,,
17,spec_criteria_passing,8.0,0.0,2026-09-04T02:20:33,measure,,
17,e1_foundation_passing,10.0,0.0,2026-09-04T02:20:34,measure,,
17,e2_ingestion_passing,8.0,0.0,2026-09-04T02:20:35,measure,,
17,e3_exchange_passing,21.0,0.0,2026-09-04T02:20:36,measure,,
17,e4_store_agent_passing,20.0,0.0,2026-09-04T02:20:37,measure,,
17,e5_merchant_passing,10.0,0.0,2026-09-04T02:20:38,measure,,
17,e6_trust_passing,26.0,0.0,2026-09-04T02:20:39,measure,,
17,e7_buyer_passing,9.0,0.0,2026-09-04T02:20:40,measure,,
17,e8_proofs_passing,8.0,0.0,2026-09-04T02:20:41,measure,,
18,acceptance_pass_rate,100.0,0.0,2026-09-04T14:52:26,measure,,
18,acceptance_collected,120.0,0.0,2026-09-04T14:52:27,measure,,
18,build_succeeds,1.0,0.0,2026-09-04T14:56:16,measure,,
18,spec_criteria_passing,8.0,0.0,2026-09-04T14:56:18,measure,,
18,e1_foundation_passing,10.0,0.0,2026-09-04T14:56:19,measure,,
18,e2_ingestion_passing,8.0,0.0,2026-09-04T14:56:20,measure,,
18,e3_exchange_passing,21.0,0.0,2026-09-04T14:56:21,measure,,
18,e4_store_agent_passing,20.0,0.0,2026-09-04T14:56:23,measure,,
18,e5_merchant_passing,10.0,0.0,2026-09-04T14:56:24,measure,,
18,e6_trust_passing,26.0,0.0,2026-09-04T14:56:25,measure,,
18,e7_buyer_passing,9.0,0.0,2026-09-04T14:56:26,measure,,
18,e8_proofs_passing,8.0,0.0,2026-09-04T14:56:27,measure,,
19,acceptance_pass_rate,100.0,0.0,2026-09-05T13:56:59,measure,,
19,acceptance_collected,120.0,0.0,2026-09-05T13:57:01,measure,,
